Procedure ID,,Description,Amount
891017,,SCREW SPN SI-LOK HA10X40,5200
891018,,KWIRE SI-LOK BLNT2.4X300,500
891020,,CONNCTR SPN LAT ELLPS 9M,792
891021,,INTRO 10CM 6FR 20GA GLID,1519
891023,,INTRO 10CM 6FR GLDESHTH ,1462.6
891024,,CATH ANGIO 5FR 130CM    ,1067
891027,,PLATE 95D SHRT BRL 114SS,2004.5
891028,,PLATE COMPRSN 8HL       ,2050
891033,,BLDE SHVR 5.5MM DIAMD BR,841.96
891034,,PROBE SUC 180MM SRFS ENR,1372.33
891049,,CAGE 6DEG TRITANIUM PL 1,8000
891050,,CAGE SPNL 23X9X11MM TRIT,8000
891051,,SCREW BN CANN 4X38MM    ,570
891052,,INTRO CTH SWRTZ 63CM 8.5,1052.45
891053,,SHEATH FLEX 12FR 45CM   ,3225.25
891054,,GRAFT EVAS 12CM 28.5MM 1,19990
891056,,CANN INJ 17GA NDLS BLNT ,2.4
891064,,CATH ARMDA 35 PTA 7X20MM,645.05
891065,,CATH BLNDIL 7X80X40     ,645.05
891067,,CATHETER BLNDIL 7X80X60 ,645.05
891068,,CATHETER BLNDIL 7X80X80 ,645.05
891069,,CATH ARMDA 6FR 8X80X20  ,645.05
891070,,CATH ARMADA 8X40MM 80CM ,645.05
891071,,CATHETER BLNDIL 8X80X60 ,645.05
891072,,CATH BLNDIL 8X80MM 80CM ,645.05
891073,,CATH ARMDA PTA 9X20X80  ,645.05
891074,,CATH ARMDA 35 PTA 9X40MM,645.05
891075,,CATHETER BLNDIL 9X80X60 ,645.05
891076,,CATHETER BLNDIL 9X80X80 ,645.05
891078,,CATH ARMDA PTA 5X135X60 ,645.05
891079,,CATH ARMDA PTA 5X135X80 ,645.05
891080,,CATH ARMDA PTA 5X135X100,645.05
891081,,CATH ARMDA PTA 5X135X120,645.05
891082,,CATH ARMDA PTA 6X135X40 ,645.05
891083,,CATH ARMDA PTA 6X135X60 ,645.05
891084,,CATH ARMDA PTA 6X135X80 ,645.05
891085,,CATH ARMDA PTA 6X135X100,645.05
891086,,CATH ARMDA PTA 6X135X120,645.05
891087,,CATH ARMDA PTA 7X135X80 ,645.05
891089,,CATH ARMDA PTA 7X135X100,645.05
891090,,CATHETER BLNDIL 8X135X20,645.05
891091,,CATH ARMDA PTA 8X135X40 ,645.05
891092,,CATHETER BLNDIL 8X135X80,645.05
891093,,CATH ARMDA PTA 9X135X20 ,645.05
891094,,CATH ARMDA PTA 9X135X40 ,645.05
891095,,CATHETER BLNDIL 9X135X60,645.05
891096,,CATHETER BLNDIL 9X135X80,645.05
891097,,STENT VASC BLLN 7X19X135,1600
891098,,STENT VASC BLLN 7X29X135,1600
891100,,STENT VASC 9X19MM 135CM ,1600
891101,,STENT VASC BLLN 9X29X135,1600
891102,,CATH ARMADA14 1.5/40X150,1120.35
891103,,CATH ARMADA14 2/40X150  ,1120.35
891104,,CATH ARMADA14 2/60X150  ,1120.35
891105,,CATH ARMADA14 2.5X20X150,1120.35
891106,,CATH BLNDIL 4X150X40    ,1120.35
891108,,CATH ARMADA14 2.5/60X150,1120.35
891109,,CATH ARMADA14 2.5/80X150,1595.65
891110,,CATH ARMADA14 3/20X150  ,1120.35
891111,,CATH ARMADA14 3/40X150  ,1120.35
891112,,CATH ARMADA14 3/60X150  ,1120.35
891113,,CATH ARMADA14 3/80X150  ,1595.65
891114,,CATH ARMADA14 4/20X150  ,1120.35
891115,,CATH ARMADA14 4/40X150  ,1120.35
891116,,CATH ARMADA14 4/60X150  ,1120.35
891117,,CATH ARMADA14 4/80X150  ,1595.65
891118,,CATH ARMADA 18PTA 4X40  ,1120.35
891119,,CATH ARMADA 18PTA 4X60  ,1120.35
891120,,CATH ARMADA 18PTA 4X80  ,1120.35
891122,,CATH ARMADA 18PTA 4X100 ,1120.35
891125,,CATH ARMADA 18PTA 4X120 ,1120.35
891126,,CATH ARMADA 18PTA 4X180 ,1120.35
891129,,CATH ARMADA 18PTA 4X180 ,1120.35
891130,,CATH ARMADA 18PTA 4X200 ,1120.35
891131,,CATH ARMADA 18PTA 5X20  ,1120.35
891133,,CATH ARMADA 18PTA 5X40  ,1120.35
891134,,CATH ARMADA 18PTA 5X60  ,1120.35
891135,,CATH ARMADA 18PTA 5X80  ,1120.35
891137,,CATH ARMADA 18PTA 5X100 ,1120.35
891138,,CATH ARMADA 18PTA 5X150 ,1120.35
891139,,CATH ARMADA 18PTA 5X180 ,1120.35
891140,,CATH ARMADA 18PTA 5X200 ,1120.35
891141,,CATH ARMADA 18PTA 6X20  ,1120.35
891142,,CATH ARMADA 18PTA 6X40  ,1120.35
891144,,CATH ARMADA 18PTA 6X80  ,1120.35
891145,,CATH ARMADA 18PTA 6X100 ,1120.35
891146,,CATH ARMADA 18PTA 6X120 ,1120.35
891147,,CATH ARMADA 18PTA 6X150 ,1120.35
891148,,CATH ARMADA 18PTA 6X180 ,1120.35
891149,,CATH ARMADA 18PTA 6X200 ,1120.35
891164,,OCCLDR CV 18MM PFO AMPL ,19990
891167,,POST EX FIX SDKCK 4 HL F,937.02
891200,,IMPLANT BREAST SCM-580  ,2600
891204,,SCREW BONE ASNS 4X30MM  ,359.28
891206,,SCREW BN 4MM 32MM ASNS 3,359.28
891213,,BSCP FLX 600MM 5.8MM 2.8,2111.69
891214,,BLOCK TIBIAL FULL AUGMEN,3045
891215,,CONN ROD/CLAMP5.5 160M-L,3600
891217,,CONN ROD/CLAMP5.5 160M-R,3600
891218,,SUT ANCH FTPRNT ULT5.5MM,2000
891219,,DEVICE ENSEAL X1 LRG JAW,3049.07
891220,,SCREW P-AX 9.5X90 2S    ,1370
891221,,SCREW P-AX PDCL 4.5X45  ,1370
891222,,SHEATH FLX DRYSEAL 12FR ,1697.5
891223,,SHTH INT 33CM 5.3X4.7MM ,1697.5
891224,,SHEATH INTRO FLX 16FR   ,1697.5
891225,,SHEATH DRYSEAL 18F 32CM ,2003.05
891226,,SHEATH INTRO FLX 20F33CM,2003.05
891228,,SHEATH INTRO FLX 22F33CM,2206.75
891229,,SHTH INT 33CM 9.5X8.7MM ,2317.32
891233,,GRAFT BN CORT CANC 10CC ,5700
891234,,LNR RTNTV 650 40 +0 POLY,2000
891239,,SCREW NONLK 2.7MM X 14MM,213.3
891240,,SCREW BN 2.7X30X16MM T8 ,213.3
891241,,DRILL SURG OVR EXTREMILO,965.54
891263,,SHEARS ESURG 36CM 5MM HR,1991.22
891276,,PLATE BN 355X4.5MM LG   ,3709.44
891294,,BEARING HUM 44-41MM E1 C,3600
891295,,SUTURE PDS Z126H        ,223.8
891296,,CATH MICRO HDWY 156X7CM ,4004
891297,,CATH MICRO STR 167CM 2.1,4620
891342,,INTRODUCR SHTH HMSTS 11F,1018.5
891348,,CYTAL WND 6LYR 150 SQCM ,29848
891353,,PLATE STRUT OBLQ8H 19M-L,949.2
891354,,SCREW BN LCK ST 1.3X5MM ,257.04
891356,,SCREW VA-LCK SLFTP 1.3X6,257.04
891357,,SCREW VA-LCK SLFTP 1.3X7,257.04
891358,,SCREW BN 1.3MM 8MM STRDR,257.04
891359,,SCREW BN 1.3MM 8MM STRDR,97.44
891361,,SCREW LCK CORT S/T 1.3X9,97.44
891366,,ROD SPN  LRDTC 5.5X110MM,360
891369,,GWIRE .045IN X 4IN O    ,366
891383,,SCREW TI SLF DRLING 4X14,200
891391,,DRILL OVER 2.7MM W/AO   ,1113.56
891393,,BOLT LCK 95MM RECLAIM RT,276
891395,,SCREW TI 40MM 3MM CRNFCL,311.1
891407,,SYSTEM ENDO 220CM 12MM 6,2094.4
891408,,BSKT RTRV 16X1X120      ,1670.34
891409,,INTRODUCER CATH 85CM 18F,816.5
891411,,SILASTIC SHEET L2INXW2IN,312
891412,,GUIDEWIRE VASC 300CM .01,916.65
891413,,GW HI TORQ WIN 200T300CM,916.65
891415,,GUIDEWIRE VASC 300CM .01,577.15
891416,,GW VASC 300CM.018IN HTRQ,916.65
891417,,PIN ADLT TI CRNL SKL DIS,200.2
891422,,SPACER SPN LRDTC XL 6MM ,1620
891432,,BIODFENCE 18 SQ CM      ,24931.34
891433,,BIODFENCE 16 SQ CM      ,25944.87
891434,,BIODFENCE 32 SQ CM      ,30576
891448,,PLATE 7H 1/3 TUBULAR    ,523.2
891449,,SCREW BN 2.7MM 10MM VARI,227.04
891451,,DEVICE ABD WALL CLOSURE ,23966.25
891453,,SHELL ACTB 56MM HIP MLHL,6258
891454,,LINER ACTB G7 F 44MM HIP,1500
891456,,STEM FEM 127D 13 L40 HIP,4500
891457,,STEM FEM 17017.2 132    ,4500
891458,,STEM FEM 132D 13 L40 HIP,4500
891459,,STEM FEM SZ9 132DD      ,2800
891460,,STEM FEM OMNIFT OFST 132,2800
891461,,ANCHOR OTSC CLNC 220 CM ,2885.75
891462,,CATH BLNDIL AIR 8.5X24  ,2521.75
891463,,PUTTY BN DBM ALGRF + 5CC,1200
891466,,CONE FEM 80MM ACS A HIP ,7552.5
891469,,ANCHOR SUT 55 KNTLS PSH ,950
891470,,SCREW BN CAN LCK 2.7X10 ,380
891471,,SCREW CANN P-T 3.5X26   ,530
891472,,PLATE CMPR 6H 35MM      ,2590
891482,,BLADE ARTHSCP ENDOBLADE ,3445.75
891486,,CANNULA PASSPORT 12X30MM,1200
891491,,SCREW RELINE MAS RED 6.5,1700
891498,,PLATE CRNMXF 34X14 2X4HL,1233.6
891499,,PLATE RTRSGMD GLD LRG   ,2722.54
891500,,COMPNT TLR INBN 5 SULENE,10400
891501,,TRAY TIB INFIN 5 STD ANK,11880
891502,,SCREW BN ORTH 1.5X10    ,460
891503,,SCREW MCD ORTH 1.5X12   ,460
891511,,SCREW MINI 4X36MM CANN  ,472.5
891514,,SCREW 3.5X22MM NON LCK  ,341
891515,,SCREW BN 3.5X16M LCKING ,341
891516,,SCREW 3.5X20MM NON LCK  ,341
891539,,IMPL BRST 12X11.3CM330ML,2064
891541,,GW VASC TRAXCESS 3X200  ,2648.1
891542,,URTSCP FLX LITHOVUE DISP,5775
891543,,URETHROSCP LITHVUE DISP ,5775
891549,,STAPLE BN INSTNT CMPR HI,1874
891557,,SCREW CORTEX LOCK 5X44MM,449.1
891561,,SHEARS HARM HD 20CM     ,3028.34
891562,,BLNDRADO 4X10X80        ,1324.05
891563,,CATH BLN DL DRADO 80710 ,1224.6
891564,,CATH BLN DL DRADO 80810 ,1224.6
891565,,SIDEPLT LCP DHHS 3H 130D,1189.44
891566,,TUBE VNT EAR 1X1.27MM   ,44.8
891568,,SCREW SPN BN ARCH 4X15MM,200
891585,,IMP BRST RND XFULL 400CC,2600
891586,,IMP BRST RND XFULL 420CC,2600
891587,,SCREW CANN 4.0MM        ,304
891591,,PLATE ARCH 3 LVL 58MM   ,1900
891592,,BRNG VNGRD UNI A4 RM/LL ,2800
891593,,JNTDEV NSRT PS+ 63/67X10,2000
891594,,BEARNG VNGRD E1 71/75X14,2000
891595,,ROD SPN REVOLVE 5.5X40  ,360
891596,,PLATE 86MM              ,1882
891597,,SCREW BN 4MM 14MM SM    ,176
891598,,SCREW 4X16MM HXLBE CANC ,176
891599,,SCREW BN AUTOFX 2X18MM  ,437.4
891600,,SCREW BN 2.7MM 8MM SS LC,198
891601,,SCREW BN 2.4MM 20MM NLCK,93.6
891602,,4X36 SCREW FBS436       ,104
891603,,PLATE STD RIM BN        ,1773
891604,,STEM FEM ECHO 78X10MM   ,5000
891605,,SHELL PPS LTD ACTB 48C  ,1800
891606,,SCREW CANN 4.0X50       ,317.8
891607,,WIRE FX .045IN KRSH SS O,396
891608,,BIT DRL 2MM QC          ,1032
891623,,CAGE SPN LRDTC12.5X16X7D,1620
891625,,CONVERTER MODULE TURON T,3398.76
891626,,TAP 6.5MM SURG          ,611.1
891627,,SCREW HELIX 95MM STER   ,710.64
891628,,SIDEPLT LCP DHHS 4H 130D,1189.44
891630,,ROD EX FIX 2MM SUBFIX TP,1124.02
891655,,NAIL IM TI 130DD L300MM ,3036
891657,,PIN APX HF3EXFX 3/5X120 ,1153.89
891663,,CATH FOLY 3W SL 22F 30CC,233.6
891664,,CAP END 0MM T40 HEX FEM ,418.46
891672,,SPACER BI-CNVX 10X34X10 ,4500
891673,,SPACER BI-CNVX 10X34X11 ,4500
891675,,SCREW BN 3.5X40 SM LOPRO,330
891681,,SCREW SHANK 7.5X45MM    ,980
891684,,KIT NDL GD TEAL21G 147CM,395.8
891686,,CONNECTOR SMR W/SCRW SM ,1168
891703,,SCREW SS RESCUE 4.5X16  ,200
891704,,CAGE TLIF 11X11X30X12D  ,4500
891721,,SCREW P-AX 7.5X60MM 2S  ,1370
891722,,SCREW RLN P-AX 8.5X100  ,1370
891724,,SCREW RVR PED P-AX8.5X60,1370
891725,,SPACR ALT10X36 10-14 15D,7600
891726,,SPACR ALT10X36 12-16 15D,7600
891727,,CAGE TLIF 11X11X34X12D  ,4500
891729,,APPLIER CLP AUTO END05ML,715.67
891760,,SCREW 4.6X50MM TI STD FT,590
891763,,PIN BASE KNEE ATTUNE SYS,210
891782,,SCREW ELLPSE P-AX 4.5X32,1370
891783,,SCREW CANN 3.5X24MM     ,530
891784,,REAMER CONCAVE AO 22MM  ,1527.75
891785,,REAMER CONVEX AO 22MM   ,1527.75
891792,,STAPLE BN 20X20MM       ,4876
891816,,CATHETER INFS.01IN 2.7-1,2795.1
891819,,CATH XTRN LG STY 2 36MM ,318.5
891820,,SCREW MULTI-DIRECT 26MM ,304
891822,,SCREW MULTI-DIRECT 28MM ,304
891823,,ROD 3.5-5.5MM TRAN 400MM,360
891824,,ROD SPN XCONN 42-58MM   ,900
891825,,SCREW SPN OPN TULP 6MM  ,100
891827,,ROD SPNL 6MM RELINE MED ,360
891828,,SCREW P-AX PDCL 5.5X30  ,1370
891830,,SCREW P-AX PDCL 5.5X30  ,1370
891832,,CAGE A-TLIF 11X12X43X12D,4500
891833,,ANCHOR SUT TWST PK 6.5MM,990
891834,,DRIVER SURG 4.5/5.5MM KN,1018.5
891840,,IMPLT NASAL STNT 5MM    ,1790
891845,,SPACER TLIF LG 11X12X33 ,4500
891846,,STEM HUM 6MM  CMNT 7MM  ,5600
891847,,TUBE FD JJNSTM 2CM 18FR ,1103.38
891849,,SCREW T10 FL TD 3.5X32MM,236.28
891850,,SCREW LOCK T10 3.5X22MM ,315.84
891855,,FLEXHD PLIABLE 286 SQCM ,63268.8
891865,,SCREW LCK FL THRD 3.5X30,434.28
891868,,ROD SPNL 300MM 3.5MM CHR,360
891877,,SHELL PPS LTD ACTB 54G  ,1800
891878,,LINER NEUTRAL E1 F-40   ,2000
891879,,STEM FEM 17X94 FULL PRF ,4500
891881,,INSRT TIB9 6MM PST STBRP,1900
891882,,COMPONENT FEM 9 LT CMNT ,2900
891883,,BASEPLATE ATTNE TIB SZ8 ,2100
891884,,SHTH INTRO 70CM AXS     ,3361.05
891885,,CATH GD 3.8FR 125CM     ,4658.5
891888,,DVC EXSHP FEM FSTNR10X21,2501.9
891889,,ANCOR SUT 4.5 PEEK TWIST,860
891890,,ANCHOR SUT 3.5MM 35 KNTL,950
891891,,ANCHOR SUT KNTLS 28MM   ,990
891892,,BIT DRILL 2.8X300MM     ,1324.05
891893,,BIT DRILL W/STOP 3X100MM,2206.75
891897,,DRILL TALER PEG         ,774.06
891919,,PLATE ULNAR CMPRSN      ,1400
891921,,BLADE SAW 9MM RECIP     ,1080
891932,,SCREW V-AX FT LCK 3.5X48,401.2
891933,,BIOD DRYFLEX 12 SQ CM   ,10988.25
891935,,CAGE SPNL 12X14X28MM    ,8687.02
891936,,CAP LCK 12MM SM SPNL RND,458.46
891937,,ENDCAP SPN 12MM 5D      ,458.46
891938,,JOINT TOE CARTILAGE 8MM ,6400
891945,,FORCEP RADL JAW 4 LC W/N,172.6
891953,,RELINE 2H IN-LINE CON 5.,900
891954,,ROD RELNO TI6X300MM STRT,360
891955,,ROD SPN X-CONN 45-65X6MM,900
891956,,PLATE PROX TIB LOK LT 8H,2224.6
891957,,SPACER ALT36X10X10-14 8D,7600
891959,,CATH BRONC FIRM EXT 190D,3301.71
891960,,GRAFT TISS BIODFCTR XXL ,11992
891961,,PROBE LSR SDFRE #1 175MM,34507.55
891962,,CATH BLNDIL .035 12F 26M,2117.5
891963,,CATH DIL 24MMX40MMX80CM ,2117.5
891964,,DIL CATH 22MMX40MMX80CM ,3089.45
891965,,TUBE FD 14FR BLN RTNT EN,1125
891967,,PORT ACCESS RPDPRT EZ LG,3176.25
891969,,CATH BLNDIL 8MM 75X2CM  ,1391.95
891970,,CATH BLNDL 6FR 7MM 75CM ,1337.63
891971,,CATH BLNDIL 7MM 75X2CM  ,1391.95
891973,,CATH BLNDL 6MM 75X4CM   ,1391.95
891974,,CATH BLNDIL 6MM 75X2CM  ,1391.95
891975,,CATH BLNDIL 6F 40 75X5X4,1391.95
891976,,CATHETER BLNDIL .035IN 6,1391.95
891977,,CATH DIL 6FR 40 75X4X4  ,1391.95
891978,,COIL EMBL 10CM 5MM MCRU ,3968
891979,,COIL EM 12.2CM 6MM 190CM,3968
891980,,COIL EM 14.3CM 7MM 190CM,3968
891981,,COIL EM 13.6CM 8MM 190CM,3968
891982,,COIL EMBL S18 9MMX15.3CM,3968
891983,,COIL EMB S18 10MMX17.1CM,3968
891984,,COIL EMB S18 11MMX18.9CM,3968
891985,,COIL EMB S18 12MMX20.7CM,3968
891986,,COIL EMBL 30CM 8MM 190CM,6876
891987,,COIL EMBL 33CM 9MM 190CM,6876
891988,,COIL EMB 34CM 10MM 190CM,6876
891989,,COIL EMBL S18 11MMX37CM ,6876
891990,,COIL EMBL C14 3MMX4CM   ,4002
891991,,COIL EMBL 40CM 12MM MCRU,6876
891992,,COIL EMBL S18 13MMX43CM ,6876
891994,,COIL EMBL S18 15MMX50CM ,6876
891995,,COIL EMBL 47CM 16MM MCRU,6876
891996,,COIL EMBL S18 17MMX50CM ,6876
891997,,COIL EMBL 46CM 18MM MCRU,6876
891998,,COIL EMBL S18 19MMX50CM ,6876
891999,,COIL EMBL C14 3MMX6CM   ,4002
892000,,COIL EMBL C14 4MMX6CM   ,4002
892001,,COIL EMBL C14 4MMX8CM   ,4002
892006,,COIL EMBL C14 4MMX4.5CM ,4002
892010,,COIL EMBL C14 5MMX7CM   ,4002
892011,,COIL EMBL C14 5MMX12CM  ,4002
892012,,COIL EMBL C14 6MMX9CM   ,4002
892013,,COIL EMBL C14 10MMX16CM ,4002
892014,,COIL EMBL C14 8MMX20CM  ,4002
892015,,COIL EMBL C14 8MMX12CM  ,4002
892016,,COIL EMBL C14 6MMX15CM  ,4002
892018,,COIL EMBL C14 7MMX11CM  ,4002
892019,,COIL EMBL C14 7MMX17CM  ,4002
892020,,COIL EMBL C14 9MMX22CM  ,4002
892021,,COIL EMBL C14 10MMX25CM ,4002
892024,,COIL EMBL C14 11MMX18CM ,4002
892025,,COIL EMBL C14 11MMX27CM ,4002
892028,,COIL EMBL C14 12MMX19CM ,4002
892029,,COIL EMBL C14 12MMX30CM ,4002
892047,,COIL EMB 9.7CM 5MM 190CM,3780
892048,,COIL EMBL 17CM 5MM 190CM,5854
892049,,COIL EM 3.3CM 2.5M 190CM,3780
892050,,COIL EMB 2.5CM 2MM 190CM,3780
892055,,COIL EM 6.6CM 3.5MM 190C,3780
892059,,COIL EMBL 7.5CM 4MM MCRU,3780
892060,,COIL EM 11.5CM 4MM 190CM,5854
892062,,COIL EMBL 11.9CM 6MM MCR,3970
892065,,COIL EMBL 26CM 6MM MCRU ,5854
892066,,COIL EMBL 13.9CM 7MM MCR,5854
892067,,COIL EM 16.1CM 8MM 190CM,3780
892068,,COIL EMBL 29CM 8MM MCRU ,5854
892072,,COIL EMBL 3CM 7MM 190CM ,5854
892078,,COIL EMBL C14 2MMX2.5CM ,4002
892079,,COIL EMBL C14 3MMX3CM   ,4002
892093,,SET XTN SM MLL .5ML 7IN ,47.8
892094,,TUB IV EXTENSION        ,16.8
892104,,BASEPLATE TRIATHLN SZ3  ,3000
892108,,NAIL 12MM 32CM FEM LT   ,3828
892110,,NAIL INTRAMEDULLRY 10X10,6000.4
892111,,SPACER BI-CNVX 10X34X12 ,4500
892112,,DRILL OVER 2.5MM/3.0MM  ,2288.23
892113,,INSRT ATTN PS RP SZ7 5MM,1900
892114,,CONN 30-35MM 6 LP ADJ   ,900
892118,,SCREW LCK VA LP 3X10MM  ,400
892122,,SCREW LCK VA LP 3X14MM  ,400
892123,,SCREW LCK VA LP 3X16MM  ,400
892124,,PLATE RUMBA 28MM L2     ,1900
892125,,FASTNER SOFT TISSUE 8MM ,2501.9
892126,,GRAFT DRMTRX SUTRBL3X1IN,624.16
892127,,CAGE SPN 7D 14.5X12X23MM,6798
892128,,SCREW MCD ORTH 1.5X14   ,460
892136,,PLATE TI 5 HL LCK BN FIB,2000
892155,,BIT DRILL CALBRTD 2MM   ,645.05
892159,,MATRIX HD 20 SQCM       ,15400
892160,,CANNULA PRFSN 7MM 11.4IN,556.78
892175,,SCREW LCK T10 3.5X34MM  ,434.28
892182,,NAIL 11.5MM36CM RT DPHSL,4309.2
892183,,ROD 3.5MM 35MM SPNL     ,360
892184,,ROD SPN SPRL 5.5X80MM   ,360
892185,,ROD SPNL TI 90MM 5.5MM  ,360
892193,,STAPLE BN 15X15MM FUSEFO,4876
892227,,PLATE SM MTP ORTHOLOC LT,3652
892230,,NAIL 11.5MM 36CM LTDPHSL,4309.2
892231,,SCREW BN 5MM 3.5X75MM   ,368.2
892232,,CATH ARMDA 5FR 6X135X150,814.8
892233,,STENT CAUT-ENH 15MMX10MM,8800
892235,,LOOP VSL THK1MM MAXI 2.5,20.4
892236,,LOOP VSL BLU 9X1.3MM    ,20.4
892253,,CATH ARMDA PTA 4X135X150,814.8
892254,,CATH ARMDA PTA 4X135X200,814.8
892255,,CATH ARMDA PTA 5X135X150,814.8
892256,,CATH ARMDA PTA 5X135X200,814.8
892257,,CATH ARMDA 5FR 5X135X250,814.8
892258,,CATH ARMDA PTA 6X135X200,814.8
892259,,CATH ARMDA PTA 6X135X250,814.8
892271,,CATHETER BLNDIL 10X80X60,645.05
892272,,CATHETER BLNDIL 10X80X80,645.05
892273,,CATHETER BLNDIL 12X80X20,645.05
892274,,CATHETER BLNDIL 12X80X40,645.05
892275,,CATHETER BLNDIL 12X80X60,645.05
892276,,CATHETER BLNDIL 12X80X80,645.05
892289,,CATH ARMDA 6FR 10X80X20 ,645.05
892291,,CATHETER BLNDIL 10X80X40,645.05
892306,,VALVE INTUITY ELTE 19MM ,24000
892307,,CATH ARMADA14 1.5/80X150,1595.65
892309,,SCREW BN 3.7X50MM CHRLT ,300
892317,,SCREW SPN PDCL P-AX10X50,1370
892318,,SCREW SPN PDCL P-AX10X55,1370
892319,,SCREW SPN PDCL P-AX10X60,1370
892320,,SCREW BN 1.5 8 NLCK     ,106.4
892322,,SCREW CANN P-T 4.5X36   ,580
892324,,SCREW CANN P-T 4X46     ,530
892327,,SCREW CANN P-T 3.5X25   ,530
892328,,LINER ACTB FRDM 10D 25 H,3000
892330,,EXPANDER TISS ARTRA600CC,4080
892332,,LPS UNIV TIB HIN INS MED,6364.5
892333,,SCREW 4.5MMX60MM LONG TH,686
892334,,WASHER 4.0MM/4.5MM DAR  ,76
892335,,STAPLE BN FSFRC 22X25MM ,4876
892336,,CORAIL2 STD SZ 9        ,4800
892337,,SCREW SPN PDCL PAX7.5X90,1370
892338,,SCREW SPN PDCL PAX7.5X85,1370
892339,,SCREW SPN PDCL 10X45    ,1370
892340,,ROD SPN ELPS COCR3.5X240,600
892341,,SCREW SPN ELPS P-AX 4X16,1370
892342,,DVC HRTMT2 LT VNTRC ASST,611.1
892343,,KIT WEAR ACCESSORY LVAD ,1154.3
892344,,BAG CONSOLIDATED LEFT HE,2206.75
892345,,BAG CONSOLIDATED RIGHT H,2206.75
892346,,VEST HLSTER MED HRTMTE  ,2682.05
892347,,VEST HOLSTER LG         ,2682.05
892348,,BAG SHOWER BATTERY HEART,3055.5
892349,,STABILIZATION BELT MD/LG,679
892370,,STEM FEM 190MM 18MM TPR ,3524.5
892394,,EXPANDR BRST HI PF 225CC,4080
892395,,EXPANDER TISS BRST 300CC,4080
892396,,EXPANDER TISS BRST 375CC,4080
892397,,EXPANDER TISS BRST 475CC,4080
892398,,EXPNDR TISS BRST 500CC  ,4080
892399,,EXPANDER TISS BRST 750CC,4080
892403,,PRODIGY MRI W/PT CONT   ,34100
892404,,PROGRMMR PATIENT CONTRLR,3850
892405,,FORCEP BIP INS 45D 1MM  ,2094.4
892406,,FORCEPS BIPOLAR INSERT V,2013.55
892407,,KNIFE MICR INS SCKLE SHP,1521.83
892408,,MATRIX TISS FLOW 2CC    ,4500
892409,,CAGE SPNL 16X8MM AVS ANC,3920
892410,,WIRE EX FIX 150MM 1.6MM ,840
892411,,SCREW CANN P-T 4X26MM   ,304
892413,,LIGASURE CURV 18CM13.5MM,2329.83
892418,,DEVICE RTRVL DAKOTA NTNL,1412.32
892420,,PLATE DVR WIDE RIGHT    ,1532
892421,,NAIL 11.5MM34CM LT DPHSL,4309.2
892423,,ALLOGEN XL 2CC          ,8404.55
892424,,BLN OCL EQL 20X2X100    ,2132.06
892425,,COMPNT PSN VE L4-11EF 13,2100
892447,,RING ACTB RNGLC 21MM    ,186
892448,,CAGE SPNL 23X9X9MM      ,8000
892449,,DEFIB CARD .99CM MINI SM,19284
892450,,ROD SPN CRVD 5.5X125MM  ,360
892451,,GRAFT BN CANC CUBE 60CC ,1071
892468,,PLATE SPINAL 52MM LVL 3 ,1900
892469,,NERVE WRAP NRMND .5CM   ,2493.9
892470,,PLATE SPN LMBR LRDTC40MM,5440
892471,,PLATE SPN 5.5MM 35MM 4HL,200
892472,,SCREW BN SPNE 5.5X30MM  ,200
892474,,CAGE SPNL 42X30X10MM BS ,10500
892475,,IMP BASE TI 8X42X30 10D ,10500
892476,,STRATTICE TM 10X20CM    ,8860
892491,,SCREW S-T CANN 4.5X46MM ,570
892492,,SCREW MINIMNSTR 4.0X34MM,472.5
892493,,SCREW VA NLCK M 4X38MM  ,104
892494,,CONCTR ROD 5.5 OFST 20MM,764
892495,,CLAMP SPN REVERE RT 20MM,900
892502,,GRAFT ALGRFT SM .25ML   ,700
892503,,CYGNUS 1SQCM            ,2226
892504,,CYGNUS 2 SQCM           ,2023
892505,,CYGNUS 4 SQCM           ,5628
892506,,CYGNUS 6 SQCM           ,8036
892507,,CYGNUS 9 SQCM           ,11648
892508,,CYGNUS 12 SQCM          ,15253
892509,,CYGNUS 24 SQCM          ,29701
892537,,GRAFT BN DBM PTTY 10CC  ,2000
892548,,STEM HUM 6MM  CMNT 8MM  ,10151.32
892549,,NAIL 11.5X15.5X38 130D  ,4309.2
892550,,SCREW ALOY HEX3.5-5X47.5,368.2
892551,,SCREW BN SD50-15050     ,480
892552,,4X60 SCREW FBS460       ,104
892553,,SCREW ELLPSE P-AX 4.5X26,1370
892557,,ROD EX FIX 400X9.5MM    ,2135.2
892558,,BLADE CRPL TNNL 81010-6 ,1459.85
892579,,BLADE SAW .049IN 3.29IN ,8908.9
892586,,STAPLER PWRD PLUS STD 45,2116.17
892591,,DEVICE MENSICAL AIR CUR ,2888.8
892601,,CRT-D CLRIA QUAD DTMA1QQ,33080
892606,,SCREW CANN P-T 7.3X65   ,424
892607,,5.5X70 SCREW CSP670     ,424
892608,,NAIL 11.5MM 15.5MM 40CM ,4309.2
892609,,DEVICE EMBL 25MM 4.25MM ,27400
892610,,STENT BIL PLMAZ XL 10X30,1800
892613,,ANCHOR CINCHLOCK FLEX   ,1062.5
892615,,INJECTOR II NEEDLE CARTR,1702.59
892617,,CANNULA ORTH 8MM MED TRN,519.44
892624,,SCREW NLK F-T 3.5X36    ,400
