Procedure ID,Description,Amount
893489,INTRODUCER MICRA SHEATH ,1620.00
893490,CATH FUSION ABL SYS 150 ,22137.50
893491,CLIP LIGATING MICROCLIP ,7.50
893492,WIRE TEMP PCING BIP 60CM,880.00
893493,SCREW UNIPLNR CTD 7.5X26,70.00
893494,VALVE AOR 23MM 26MM     ,9670.00
893495,CANNULA OPTH TRTMN 25GA ,880.00
893519,ROD FIB ANKL 2 180X3MM  ,3006.00
893520,REAMER SURG 14MM MTRSL  ,3055.50
893521,CATH BLN .014IN 6FR 5MM ,3561.25
893522,GW PRSWR X WRLS FFR175CM,2406.25
893524,DEVICE THRMB 3D REVSC   ,19596.50
893526,BIT DRL 2.5MM           ,1480.22
893555,SCREW BN 2.7MM 17MM R3CO,341.00
893561,STNT ILC VAS 8X26X80MM  ,5400.00
893566,SCREW P-AX 9.5X100 2S   ,1370.00
893571,SCRW ARCHON SELFTAP F 4.,200.00
893572,KIT IMP HRTMT2 L VNTASST,159000.00
893576,COMPNT FEM 6 NAR RT KN  ,2900.00
893578,DRESSING HMSTC CLGSL 2X2,220.00
893579,SYSTEM BLN AVAFLX 11GX15,9634.63
893584,SPACER SPN 31X10X10 14MM,7600.00
893585,SCREW F-T CANN 3X44MM   ,442.50
893586,ROD SPN RVLV 5.5X140MM  ,360.00
893595,DEVICE TUBE CLEARVIEW   ,132.00
893597,CATH MOZC NC PTCA2.50X08,679.00
893598,CATH MOZC NC PTCA2.25X08,679.00
893599,CATH MOZC NC PTCA3.50X08,672.21
893600,CATH BLND 2.5X28MM 142CM,679.00
893602,CATH MOZC NC PTCA2.75X08,672.21
893603,CATH MOZC NC PTCA2.75X23,679.00
893604,CATH MOZC NC PTCA3.00X23,672.21
893605,CATH MOZC NC PTCA3.50X23,672.21
893606,CATH MOZC NC PTCA3.00X28,679.00
893607,CATH BLND 2.5X35MM 142CM,679.00
893608,CATH MOZC NC PTCA3.00X35,679.00
893609,CATH MOZC NC PTCA3.50X35,679.00
893610,CATH MOZC NC PTCA3.00X13,672.21
893611,CATH MOZC NC PTCA3.50X13,672.21
893612,CATH MOZC NC PTCA4.00X15,672.21
893613,CATH MOZC NC PTCA2.25X15,679.00
893614,CATH MOZC NC PTCA 4X13MM,672.21
893615,CATH MOZC NC PTCA4.50X13,672.21
893616,CATH MOZC NC PTCA2.50X15,672.21
893617,CATH MOZC NC PTCA2.75X15,672.21
893618,CATH MOZC NC PTCA3.00X15,672.21
893619,CATH MOZC NC PTCA3.50X15,672.21
893620,CATH MOZC NC PTCA4.50X15,672.21
893621,CATH MOZC NC PTCA2.25X18,679.00
893622,CATH MOZC NC PTCA2.50X18,672.21
893623,CATH MOZC NC PTCA2.75X18,672.21
893624,CATH MOZC NC PTCA3.00X18,672.21
893625,CATH MOZC NC PTCA4.00X18,672.21
893626,CATH MOZC NC PTCA3.50X18,672.21
893627,CATH MOZC NC PTCA3.00X08,672.21
893629,CATH MOZC NC PTCA4.00X08,672.21
893630,CATH MOZC NC PTCA4.50X08,672.21
893631,CATH MOZC NC PTCA2.25X10,679.00
893632,CATH MOZC NC PTCA2.50X10,672.21
893633,CATH MOZC NC PTCA2.75X10,672.21
893634,CATH MOZC NC PTCA3.00X10,672.21
893635,CATH MOZC NC PTCA3.50X10,672.21
893636,CATH MOZC NC PTCA 4X10MM,672.21
893637,CATH BLND 4.5X10MM 142CM,679.00
893638,CATH MOZC NC PTCA2.25X13,672.21
893639,CATH MOZC NC PTCA2.50X13,672.21
893640,CATH MOZC NC PTCA2.75X13,672.21
893651,STENT 7MMX19MM BLN EXPND,4842.00
893661,PIN 6.0 TRANSFIX 300MM  ,180.00
893662,CLAMP ORT COMBO EXFX LG ,3367.84
893668,SCREW ASNS 3 CANN 6.5X85,560.42
893669,SCREW TI CORT 2.4X28    ,118.00
893670,CLAMP TRANSV LEXF       ,2360.05
893671,SCREW SCHNZ 6X125MM     ,977.76
893672,PIN FX STNM 180MM 4MM   ,1240.00
893673,PIN FX STNM 4.0X200MM   ,1240.00
893674,SCREW BN DHS/DCS 13X55  ,741.00
893675,PLATE BNE 130DD L78MM FE,919.60
893676,PLATE 130D STD BRL 62MM ,999.40
893677,NAIL TROCH CAN 11MM 135D,2304.00
893679,NAIL TROC 10-17 300MM RT,3036.00
893680,NAIL TROC 10-17 300MM LT,3036.00
893681,NAIL TROCH 10X320 125D-R,3036.00
893682,NAIL TROCH 10X320 125D-L,3036.00
893683,NAIL TROCH 10X340 125D-R,3036.00
893684,NAIL TROCH 10X340 125D-L,3036.00
893685,NAIL TROCH 10X360 125D-R,3036.00
893686,NAIL TROCH 10X360 125D-L,3036.00
893687,NAIL TROCH 10X380 125D-R,3036.00
893688,NAIL TROCH 10X380 125D-L,3036.00
893691,NAIL TROCH 10X400 125D-R,3036.00
893692,IMPLANT BRST 3.2CM PRJCT,1650.00
893693,IMPLANT BRST 11.5X10.8CM,2064.00
893694,IMPLANT BRT 12.5X11.8CM ,2064.00
893695,BLOCK CUT SZ 4+ RT MYKN ,679.00
893696,BLADE HLCL LCP DHHS 75MM,535.80
893697,NAIL ORT BLADE 110MM    ,674.50
893698,BLADE HLCL LCP DHHS115MM,674.50
893699,SCREW BN 120MM LCP      ,568.00
893700,BLADE HELIX 130MM       ,588.00
893701,SCREW BN 6.5MM 60MM 16MM,502.32
893702,SCREW BN 6.5MM 110MM 16M,438.00
893704,SCREW CAN TI P-T 6.5X115,450.30
893705,SCREW CAN TI P-T 6.5X130,438.00
893706,SCREW BN 6.5MM 135MM 16M,526.30
893707,SCREW BN 6.5MM 140MM 16M,438.00
893708,SCREW BN 6.5MM 145MM 16M,438.00
893709,SCREW BN 6.5MM 150MM 16M,438.00
893710,SCREW BN 6.5MM 160MM 16M,438.00
893711,SCREW CAN TI P-T 6.5X170,438.00
893712,SCREW CAN TI P-T 6.5X180,438.00
893713,SCREW BN 6.5MM 45MM 32MM,438.00
893715,SCREW BN 6.5MM 50MM 32MM,502.32
893716,SCREW BN 6.5MM 105MM 32M,552.90
893718,SCREW BN 6.5MM 110MM 32M,438.00
893719,SCREW BN 6.5MM 115MM 32M,552.90
893720,SCREW BN 6.5MM 120MM 32M,438.00
893721,SCREW BN 6.5MM 125MM 32M,438.00
893722,SCREW BN 6.5MM 130MM 32M,438.00
893723,SCREW CAN TI P-T 6.5X95 ,438.00
893724,SCREW CAN TI P-T 6.5X140,438.00
893726,SCREW BN 6.5MM 150MM 32M,438.00
893727,SCREW CAN TI P-T 6.5X180,438.00
893728,SCREW ANKL F-T 6.5X70MM ,438.00
893729,SCREW ORTH F-T 6.5X75MM ,438.00
893730,SCREW 6.5X7.9X2.9X80MM  ,438.00
893731,SCREW BONE 6.5MM 85MM   ,438.00
893733,SCREW CAN TI F-T 6.5X90 ,438.00
893734,SCREW 2.4X16MM          ,267.72
893735,SCREW 2.4X14MM          ,267.72
893737,COMPNT FEM SZ 4+ RT CEM ,3600.00
893738,CMPNT TIBTRY 4 RT PRIM C,2600.00
893739,TIBIAL INSRT FIXED #4/10,1100.00
893741,STEM EXT GMK 11MM 30M   ,1658.30
893754,NAIL TROCH 10X400 125D-L,3036.00
893755,NAIL TROCH 10X420 125D-R,3036.00
893756,NAIL TROCH 10X420 125D-L,3036.00
893757,NAIL TROCH 10X440 125D-R,3036.00
893758,NAIL IM CANN FX 10X130  ,3036.00
893761,NAIL TROCH 10X460 125D-R,3036.00
893762,NAIL TROCH 10X460 125D-L,3036.00
893763,NAIL TFN 46CM RT 130DEG ,3036.00
893764,NAIL TROCH 10X460 130D-L,3036.00
893765,NAIL TROCH 10X300 135D-R,3036.00
893766,NAIL TROCH 10X300 135D-L,3036.00
893767,NAIL TROCH 10X320 135D-R,3036.00
893768,NAIL TROCH 10X320 135D-L,3036.00
893769,NAIL TROCH 10X340 135D-R,3036.00
893771,NAIL TROCH 10X340 135D-L,3036.00
893772,NAIL TROCH 10X360 135D-R,3036.00
893773,NAIL TROCH 10X360 135D-L,3036.00
893774,NAIL TROCH 10X380 135D-R,3036.00
893775,NAIL TROCH 10X380 135D-L,3036.00
893777,NAIL TROCH 10X400 135D-R,3036.00
893778,NAIL TROCH 10X400 135D-L,3036.00
893779,NAIL TROCH 10X420 135D-R,3036.00
893782,NAIL TROCH 10X420 135D-L,3036.00
893783,NAIL TROCH 10X440 135D-R,3036.00
893784,NAIL TROCH 10X440 135D-L,3036.00
893786,NAIL TROCH 10X460 135D-R,3036.00
893787,NAIL TROCH 10X460 135D-L,3036.00
893788,NAIL TROC 11-17 300MM RT,3036.00
893789,NAIL TROC 11-17 300MM LT,3036.00
893790,NAIL C TR FX 11 456.393S,3036.00
893791,NAIL IM TI 125DD 11X340M,3036.00
893793,NAIL IM CANN 11X380MM   ,3036.00
893794,NAIL ORT 11X125DX380X11L,3036.00
893795,NAIL C TR FX 11 456.400S,3036.00
893796,NAIL IM 125DD 400X11MM  ,3036.00
893797,NAIL FX 11X125DD        ,3036.00
893798,NAIL C TR FX 11 456.403S,3036.00
893799,NAIL C TR FX 11 456.404S,3036.00
893800,NAIL TROCH 11X440 125D-L,3036.00
893801,NAIL TROCH 11X460 125D-R,3036.00
893802,NAIL TROCH 11X460 125D-L,3036.00
893803,NAIL IM TI 130DD L460MM ,3623.30
893804,NAIL TROCH 11X300 135D-L,3036.00
893806,NAIL TROCH 11X320 135D-L,3036.00
893807,NL 11-17X340MM TROCH LT ,3036.00
893808,NAIL TROCH 11X360 135D-L,3036.00
893811,NAIL TROCH 11X380 135D-L,3036.00
893812,NAIL TROCH 11X400 135D-L,3036.00
893813,NAIL TROCH 11X420 135D-L,3036.00
893814,NAIL TROCH 11X440 135D-R,3036.00
893815,NAIL TROCH 11X440 135D-L,3036.00
893817,NAIL TROCH 11X460 135D-R,3036.00
893818,NAIL TROCH 11X460 135D-L,3036.00
893819,NAIL TROCH 12X300 125D-L,3036.00
893820,NAIL TROC 12-17 320MM LT,3036.00
893821,NAIL TROC 12-17 340MM LT,3036.00
893822,NAIL IM TI 12MM 125D LT ,3036.00
893823,NAIL TROC 12-17 380MM RT,3036.00
893824,NAIL IM TI 125DD L380MM ,3036.00
893825,NAIL IM TI 125DD L400MM ,3036.00
893826,NAIL IM TI 125D 12X420MM,3036.00
893828,NAIL TROCH 12X440 125D-R,3036.00
893829,NAIL IM 130DDX300 RT FEM,3036.00
893830,NAIL IM 130DDX300 LT FEM,3036.00
893831,NAIL IM TI 130DD L320MM ,3036.00
893832,NAIL IM TI 130D 12X320MM,3036.00
893833,NAIL IM TI 130DD L440MM ,3319.30
893834,NAIL IM TI 130DD L440MM ,3319.30
893835,NAIL IM TI 130DD L460MM ,3036.00
893836,NAIL IM TI 130DD L460MM ,3036.00
893837,NAIL TROCH 12X300 135D-R,3036.00
893839,NAIL TROCH 12X300 135D-L,3036.00
893840,NAIL TROCH 12X320 135D-R,3036.00
893841,NAIL TROCH 12X320 135D-L,3036.00
893842,NAIL TROCH 12X340 135D-R,3036.00
893843,NAIL IM 135DDX340 LT FEM,3036.00
893844,NAIL IM 135X360 RT TROC ,3036.00
893845,NAIL TROCH 12X380 135D-R,3036.00
893846,NAIL IM TI 135DD L400MM ,3036.00
893847,NAIL TROCH 12X420 135D-R,3036.00
893848,NAIL TROCH 12X440 135D-R,3036.00
893853,NAIL TROCH 12X460 135D-R,3036.00
893854,NAIL TROCH 12X235 135D  ,2304.00
893856,NAIL TROCH 11X300 135D-R,3036.00
893857,NAIL TROCH 11X320 135D-R,3036.00
893858,NAIL TROCH 11X340 135D-R,2854.60
893860,NAIL TROCH 11X360 135D-R,3036.00
893862,NAIL C TR FX 11 456.440S,3036.00
893863,SIDEPLATE BN 108MM      ,1121.00
893864,SIDEPLATE BN 54MM       ,946.00
893865,SIDEPLATE BN 72MM       ,946.00
893866,SIDEPLATE BN 90MM       ,1121.00
893867,SIDEPLATE BN 108MM      ,946.00
893868,SIDEPLATE BN 54MM       ,946.00
893869,SIDEPLATE BN 72MM       ,946.00
893870,SIDEPLATE BN 90MM       ,946.00
893872,SIDEPLATE BN 108MM      ,946.00
893873,SIDEPLATE BN 126MM      ,946.00
893874,SIDEPLATE BN 306MM      ,946.00
893875,SIDEPLATE BN 90MM       ,946.00
893876,SIDEPLATE BN 108MM      ,946.00
893877,SIDEPLATE BN 126MM      ,946.00
893878,SIDEPLATE BN 54MM       ,946.00
893879,SIDEPLATE BN 90MM       ,946.00
893880,SIDEPLATE BN 54MM       ,1178.00
893881,SIDEPLATE BN 90MM       ,1037.40
893883,SIDEPLATE BN 90MM       ,1037.40
893884,SIDEPLATE BN 90MM       ,946.00
893885,SIDEPLATE BN 54MM       ,946.00
893886,SIDEPLATE BN 90MM       ,946.00
893887,SIDEPLATE BN 54MM       ,946.00
893888,SIDEPLATE BN 72MM       ,963.30
893889,SIDEPLATE BN 108MM      ,946.00
893890,SIDEPLATE BN 126MM      ,1121.00
893891,SIDEPLATE BN 126MM      ,1121.00
893892,SCREW LCK 4.0X58        ,236.00
893894,SCREW CTD 80 OD4/3 SCHN ,904.32
893895,FIXATOR XTRNL           ,6186.95
893897,CLIP EXFIX DYNAMIZATION ,590.73
893900,CLAMP PRLL CONCTR6.5-6.5,874.00
893901,LINER REVERSE +6MM      ,2850.00
893902,HIGH WALL E1 LINER F-40 ,2000.00
893903,SCREW VARANG LCK 2X13   ,152.00
893904,NAIL 11.5MM38CM RT DPHSL,4309.20
893905,DRILL LAPIDUS 2.9X170MM ,1502.29
893906,GUIDE PIN LPNL2.75X230MM,600.00
893909,NAIL GDE PIN 2.3MMX230MM,600.00
893910,NAIL LAPIDUS RIGHT 40MM ,4275.00
893911,PEG THREADED 3.5X22MM   ,372.00
893912,PEG THREADED 3.5X20MM   ,372.00
893913,PEG ANTIROTN 3.5MMX22MM ,562.50
893915,GRAFT BN TRCORT 15X14X12,1300.00
893916,GRAFT BN CANC CHIP 15ML ,502.00
893917,TENDON ACHILLES W/CALC  ,2782.00
893918,GRAFT HM TISS ALGRFT ANT,2748.00
893919,GRFT ALGRF FRZ 100X14-18,1134.00
893920,GRAFT SHFT FIB 6CMX14-18,996.00
893921,GRFT BN WDG ILI CRST 7MM,1144.00
893922,GRFT BN WDG ILI CRST 6MM,1180.00
893923,FILLER UNIV RESTR SHD 2B,5760.00
893941,FLEX ALLOPATCH HD 48SQCM,10381.00
893951,SURFACE ARTC B H12MM    ,3735.00
893952,STEM EXT FEM KN 175X12MM,1440.00
893954,EXTENSION STM TIV L130MM,1440.00
893955,COMP FEM B 58X50MM KN RT,17040.00
893956,GRAFT 1X1IN DRAMTRX-ONLA,471.70
893957,MESH RND PHASIX ST 15CM ,7180.00
893958,MESH PHASX RCTNG 10X20CM,7310.00
893959,MESH PHASX RCTNG 20X25CM,16600.00
893960,MESH SURG 14X12IN MFL   ,34200.00
893961,GRAFT BN BCORT 14MM     ,900.00
893962,CONN ROD BRDG 60MM      ,900.00
893963,GRAFT BN CANC CRUSH 15CC,750.00
893968,SCREW CMPRH HEX 6.5X45MM,150.00
893978,SCREW NLCK 10MM RECON   ,264.00
893979,SCREW BN 4X44MM HEAD CAN,592.00
893980,DRILL OVER SLD 3.5X110MM,500.00
893990,NAIL C TR FX 11 456.442S,3036.00
893992,NAIL TROCH 12X300 125D-R,3036.00
893993,NAIL TROC 12-17 320MM RT,3036.00
893994,NAIL TROCH 12X340 125D-R,3036.00
893995,NAIL TROCH 12X360 125D-R,3104.60
893998,NAIL IM TI 125DD L400MM ,3036.00
893999,NAIL IM 125DDX420 LT TRO,3036.00
894001,NAIL TROCH 12X440 125D-L,3036.00
894002,NAIL TROCH 12X460 125D-L,3036.00
894003,NAIL TROCH 12X360 135D-L,3036.00
894004,NAIL IM TI 12X380MM 135D,3036.00
894005,NAIL TROCH 12X400 135D-L,3036.00
894006,NAIL TROCH 12X420 135D-L,3036.00
894007,NAIL TROCH 12X440 135D-L,3036.00
894008,NAIL TROCH 12X460 135D-L,3036.00
894010,PLATE SHS STD3H 145D 62M,4188.00
894012,BLADE HLCL IM NL HIP80MM,577.60
894013,BLADE HELIX LCP 100MM   ,623.20
894014,SCREW BN 105MM HLX BLADE,623.20
894015,SCREW HELIX DHHS 125M   ,568.00
894016,COMP FEM RPCI LM/RL 54MM,4188.00
894017,COMP FEM RPCI RM/LL 60MM,4328.00
894018,PLATE BN SS XLNG LCP    ,1216.00
894019,SIDEPLATE SHRT3H 72/135D,1252.10
894020,PLATE LCP DHS 6H 135D   ,1121.00
894024,LEAD NRSTM MRI          ,9680.00
894026,PLATE SS 3LVL CERV 45MM ,1900.00
894027,NAIL TIB PHNX IM 9X310MM,3559.92
894028,BSKT RTRV 0TP 11X120CM  ,1412.32
894029,CYGNUS 1SQCM            ,1932.00
894030,CYGNUS 6 SQCM           ,4774.00
894031,CYGNUS 9 SQCM           ,5789.00
894035,KIT VERICEL CARTLIAGE BI,2186.80
894038,SCREW BN CORT 14X4MM    ,58.42
894039,SCREW SS 16MM 4.0 CORT  ,58.42
894040,SCREW SS 18MM 4.0 CORT  ,58.42
894041,SCREW SS 20MM 4.0 CORT  ,58.42
894042,SCREW BNE SS 4.0X22MM CO,50.40
894043,SCREW BNE SS 4.0X24MM CO,58.42
894045,SCREW BN CORT 4X6X48MM  ,58.42
894046,SCREW BNE SS L75MM OD4.0,106.40
894047,SCREW BNE L85MM OD4.0MM ,87.40
894048,SCREW CORT 2.4XL16MM    ,118.00
894049,SCREW TI CORT 2.4X26    ,118.00
894050,SCREW CANN F-T 6.5X100  ,438.00
894051,SCREW CANN F-T 6.5X105  ,438.00
894052,SCREW CANN F-T 6.5X115  ,438.00
894053,SCREW CANN F-T 6.5X110  ,438.00
894054,SCREW CANN F-T 6.5X125  ,438.00
894056,SCREW CANN F-T 6.5X130  ,438.00
894057,SCREW CANN F-T 6.5X150  ,438.00
894058,SCREW CANN F-T 6.5X160  ,438.00
894059,SCREW CANN F-T 6.5X170  ,438.00
894060,SCREW CANN F-T 6.5X180  ,438.00
894061,SCREW BN 6.5MM 30MM 16MM,526.30
894062,SCREW BN 6.5MM 35MM 16MM,526.30
894063,SCREW BN 6.5MM 40MM 16MM,486.40
894064,SCREW CANN P-T 6.5X120  ,526.30
894065,SCREW CANN P-T 6.5X125  ,526.30
894067,SCREW CANN F-T 6.5X20   ,438.00
894068,SCREW CANN F-T 6.5X25   ,438.00
894069,SCREW CANN F-T 6.5X30   ,438.00
894070,SCREW CANN F-T 6.5X35   ,438.00
894071,SCREW CANN F-T 6.5X40   ,438.00
894072,SCREW CANN F-T 6.5X45   ,438.00
894073,SCREW CANN F-T 6.5X50   ,438.00
894074,SCREW CANN F-T 6.5X55   ,438.00
894075,SCREW CANN F-T 6.5X60   ,438.00
894076,SCREW BONE 6.5MM 65MM   ,438.00
894078,PLATE CLVRLF 152X15X2MM ,965.20
894079,BIT DRL 195MM 3.2MM QC S,884.06
894080,BAR EXFX CONNCTR 5X250  ,555.00
894111,SCREW LCK T10 3.5MM THR ,315.84
894122,PLATE BN SS UNV L79MM OR,509.60
894123,IMPLNT ITOTL IPOLYPS 6MM,8400.00
894125,SCREW CANN 7X16         ,393.40
894126,CAGE SPNL 28X9X9MM 6D LM,8000.00
894127,NEEDLE BN MRW ASP       ,577.15
894128,DEVICE VNTRC ASST HRTMT ,4812.50
894129,HEARTMATE AC CORD       ,700.00
894132,BATTERY BKUP LVAD 11V   ,3361.05
894133,COIL EMBL 7CM 4MM 190CM ,4166.00
894134,COIL EMBL 6CM 4MM 190CM ,4166.00
894136,CAGE LRDTC 14.5X12X8X7D ,1620.00
894137,SCREW TPR HUM LCK 75MM  ,1016.50
894138,BODY HUM 0MM LG SHLDR EQ,10592.50
894139,STEM HUM 120MM 7MM EQNX ,10146.00
894140,COMP HUM 25MM SHLDR     ,18050.00
894141,COMPONENT HUM 50MM SHLDR,18810.00
894142,SYS BALN ACCSS 24FRX35CM,2036.65
894150,SNARE ACSNR PLPCTM ENDO ,180.00
894151,CATH BLN 8X40X137MM     ,3176.25
894152,CATH BLN 7X40X1370MM    ,3176.25
894153,CATH BLN 6MM 224960200  ,3561.25
894154,CATHETER BLNDIL 3.5MM 14,2887.50
894155,CATHETER BLNDIL 3.5MM 14,2887.50
894156,CATHETER BLNDIL 3.5MM 14,2887.50
894158,CATHETER BLNDIL 3MM 140C,2887.50
894159,CATHETER BLNDIL 3MM 140C,2887.50
894160,CATHETER BLNDIL 3MM 140C,2887.50
894161,CATHETER BLNDIL 2.5MM 14,2887.50
894162,CATHETER BLNDIL 2.5MM 14,2887.50
894163,CATHETER BLNDIL 2.5MM 14,2887.50
894164,CATHETER BLNDIL 2MM 140C,2887.50
894165,CATHETER BLNDIL 2MM 140C,2887.50
894166,CATHETER BLNDIL 2MM 140C,2887.50
894173,PLATE FIBULA LEFT LATERA,3508.00
894175,CAGE SPNL 28MMX8.5MMX8MM,4500.00
894176,SPACER SPNL 28X8.5X11MM ,4500.00
894177,SPACER SPNL 28X8.5X10MM ,4500.00
894178,ROD SPNL 40MM 5.5MM HEX ,360.00
894196,SCREW BN 3.5MM 2.4MM 22M,1328.90
894197,ROD SPN CRV 70X4MM      ,360.00
894198,CAGE LRDTC 12.5X16X6X7D ,1620.00
894216,KIT CATH 7FR 20CM       ,518.89
894227,ROD SPN REVOLVE 5.5X85  ,360.00
894228,SCREW TRUS FIXANG 5.5X33,200.00
894229,SCREW TRUS FIXANG 5.5X36,200.00
894230,NAIL LAPIDUS LEFT 46MM  ,3135.00
894231,PEG BN FX THRD 3.5X30MM ,372.00
894232,PEG THREADED 3.5MMX16MM ,372.00
894233,PEG ANTI-ROT 3.5X16MM   ,450.00
894234,CATH STINGRAY LP US     ,4600.75
894247,HANDPIECE INTPLS COAX ML,599.60
894254,SCREW INTFR 15MM 4.75MM ,1158.00
894260,SCREW VAR SLFDRL SLFTAP ,150.00
894307,KIT INST M E-KIT        ,1636.39
894308,LINER ACETABULAR DUAL MO,1500.00
894314,COIL EMBL 10 SFT DTCH2X6,1010.00
894315,KIT XTRN DRN CMB        ,2539.31
894316,NEEDLE BX 21GA 15CM CHBA,275.60
894318,KIT CATH PU PED .021 L2 ,948.40
894319,ENTUIT STARTER SET MED. ,611.10
894320,TUBE GSTRM 10CM 12FR    ,1125.00
894321,TUBE FD 16F 10CM 5ML    ,1125.00
894322,TUBE FEEDING 24FR       ,1125.00
894323,DRESSING GRMCDL PWDR 10G,375.00
894324,CATH IV SYTE 20GA 1.88  ,31.00
894325,KIT 45CM 9.3FR CATH SL 2,2685.38
894327,GASTRO TUBE  24FR 1.7CM ,594.13
894329,GWIRE HORNT 300CM STRAIT,950.60
894330,CATH DLV 60CM 8FR       ,2716.00
894331,NDL BX 20GA 20MM Q COR  ,730.00
894332,BALLN CERV RIPN 40CM 18F,870.00
894333,SUTURE CR 3-0 CT 27 MFL ,45.60
894334,SUTURE CHR 3-0 CTX 27IN ,45.60
894335,KIT CATH 8FR 6IN        ,1469.60
894336,DEVICE BLOWER 6.5 CLRVW ,694.00
894337,SYS EMB VENACAV PRTC55CM,3101.33
894338,CATH TISSEEL ENDO 921021,899.89
894339,CATH EP D CURV 7F 25-15M,3426.50
894341,CATH SIMP. 5568570722   ,412.20
894342,STAPLE BN 22X9.9MM EPIP ,225.28
894343,STAPLE BN 25X16.2MM EPIP,225.28
894344,STAPLE BN 25X22.6MM EPIP,225.28
894345,SYSTEM EXTRACT BNCMNT   ,6063.75
894346,KIT INTVN NEURO         ,542.18
894347,STAPLE BN 25.4X8.7X2MM  ,89.76
894348,VALVE PEEP 1.5-20 CMW   ,40.20
894349,GRAFIX PRIME 2 SQ CM    ,2940.00
894352,MANIFOLD SGL NAMIC      ,270.00
894353,PLATE MNDB 12HL LCK 96MM,862.00
894354,SCREW BONE LOCK TI 8MM  ,197.88
894355,SCREW BONE LOCK TI 10MM ,154.00
894356,SCREW BONE LOCK TI 12MM ,146.00
894357,SCREW BN SLFTP 2.4X16MM ,154.00
894358,SCREW BN SLFTP 2.4X18MM ,154.00
894359,SCREWS TITANIUM BENDING ,804.88
894360,GDWIRE ASAHI SEC 300CM J,916.65
894361,GW ASAHI GAIA 1ST 300CM ,916.65
894363,KIT INTRO 45CM 4FR 21GA ,740.80
894364,KIT CATH CV 7FR 18GA 20C,1182.20
894365,GRAFT BN CANC 30ML ALGRF,900.00
894366,SCREW SPN 7.5MM 85MM    ,1600.00
894367,SHEATH INTRO 5FR/10CM   ,1060.00
894369,CATH IV INCN SF 20G 1.75,30.80
894370,IMP BRST RND XFULL 310CC,2600.00
894377,STENT ZLVR 6F 6X40MMX125,2350.00
894378,EMPOWR 3D E-PLUS INSERT ,1500.00
894379,SYSTEM SPNL FX 70MM 7MM ,6334.00
894380,ROD EXFX CRV CRBN 4M 90D,1069.43
894381,NAIL FEM RTRGD 13.5X300 ,4196.40
894382,VALVE AOR 26MM EVOLUTPRO,60000.00
894383,VALVE AOR 29MM EVOLUTPRO,60000.00
894385,SYS TAVR LOAD 26MM-29MM ,2648.10
894413,SCREW LCK FL THRD 3.5X50,315.84
894416,PLATE LAT FIB 89MM      ,4538.00
894429,DEVICE SOLARA MRI CRTP  ,13086.00
894430,STEM LAT EXT COLLAR SZ2 ,5373.20
894432,VALVE AOR 18.5MMX27MM   ,9378.00
894433,STYLET SURG INST 6.5-8MM,562.35
894439,VALVE AOR 23MM EVOLUTPRO,60000.00
894450,MNPLT VCAR+CRVCUP LG37MM,565.27
894452,SOL IRR .9% NACL 500CC  ,39.40
894454,LINER NEUTRAL E1 H44    ,2000.00
894455,SHELL ACTB PPS LTD 62H  ,1800.00
894456,SCREW HDLS CMP 4.5X34X12,719.04
894457,FEM SZ B LT SEG DISTAL  ,20805.00
894458,SCREW F-T CANN 3.5X30MM ,457.50
894459,PLATE 28X20MM 2HL LCK   ,2137.50
894460,WIRE TEMP PCNG BLU 60CM ,880.00
894461,SYRINGE INFL BASIXTCH 13,580.00
894462,SCREW 4.0 X38MM TI ASNIS,359.28
894463,SPACER RISE 10X26 10-17M,7600.00
894471,CATHETER BLNDIL 5FR 7MM ,315.00
894473,KIT SURGFLO HEMOS MATRX ,1029.50
894478,PLATE DOGBONE 20MM      ,2194.50
894479,SCREW 3.5X30MM NLCK GORL,342.00
894482,DRL 3.5X160MM CANN      ,600.00
894483,SCREW MINI-MNSTR 4X36MM ,500.50
894485,GRAFT EVAS 14CM 12MM GOR,8200.00
894487,PLATE STD 10 HL PLRS 3 B,3136.00
894488,SCREW BN PLRS3 3.5X44MM ,180.00
894489,SCRW HEXALOB LP 3.5X46MM,180.00
894490,PLATE STD 6 HL PLRS 3 BN,3136.00
894491,STEM FEM 86MM 15MM FULL ,4000.00
894492,DRIVER TUBULAR CBL PIN  ,1442.00
894505,PWDR SURGICEL 3.0 GRAMS ,1141.74
894516,KIT DUAL PROBE 10MM X2  ,15035.21
894517,SHELL ACTB 48MM TPR TRN2,2200.00
894518,TRINITY LINER (ECIMA) 32,1500.00
894519,STEM FEM 2 125D 118MM   ,4500.00
894520,HEAD FEM 0MM 12/14 32MM ,1700.00
894571,SYS BNCMNT ATRHX DLV SM ,2198.00
894572,CLIP RSL 360 235CM 2.8MM,398.00
894574,GRAFT SURG RCT 7X10CM   ,4715.80
894590,SCREW BN 5MM 60MM TI    ,665.00
894598,SPACER SPN10X30 8-15 10D,7600.00
894600,PLT CERV 1-LVL 12MM MDLN,1900.00
894601,ROD RELN O COCR 5.5X45MM,360.00
894603,ROD RLN COCR LRDTC5.5X50,360.00
894604,STEM FEM PRFL 76X8MM    ,5000.00
894605,SCREW L-T CANN 7X95MM   ,1072.50
894606,SHELL ACTB 50MM HIP     ,2200.00
894607,SHELL ACTB 54MM TPR TRN ,2200.00
894608,LINER ACTB TPR 3 OF 36MM,1500.00
